Nom_fichier	Numéro_Phrase	Dynamique	Cause	Res	Obj
2018-TER_CE_Oct23.xml	401	le projet de valorisation de la vallée de la Vilaine	none	none	a pour objectif de remailler le territoire et de faire émerger de nouveaux usages de plein air
2018-TER_CE_Oct23.xml	401	remailler le territoire	none	none	none
2018-TER_CE_Oct23.xml	416	avons installé 3 hectares de jardins cultivés, partagés	none	3 hectares de jardins cultivés, partagés	none
2018-TER_CE_Oct23.xml	424	une mutation	none	la nouvelle ruralité	none
2018-TER_CE_Oct23.xml	424	la métropolisation des villes	none	la nouvelle ruralité	none
2018-TER_CE_Oct23.xml	424	la nouvelle ruralité	la métropolisation des villes	none	none
2018-TER_CE_Oct23.xml	431	La désoccupation par l’homme d’étendues entières du territoire n’est pas achevée	none	none	none
2018-TER_CE_Oct23.xml	431	permettrait de redonner des espaces à la nature	none	none	none
2018-TER_CE_Oct23.xml	431	transformer en forêts, en zones humides inaccessibles des dizaines de milliers de kilomètres carrés	none	en zones humides inaccessibles	none
2018-TER_CE_Oct23.xml	443	créer des sanctuaires écologiques	none	des sanctuaires écologiques	none
2018-TER_CE_Oct23.xml	444	aménager un réseau de cheminements doux	none	un réseau de cheminements doux	none
2018-TER_CE_Oct23.xml	444	renforcer la cohésion territoriale	none	none	none
2018-TER_CE_Oct23.xml	448	Les premières phases des projets pilotes ont été mises en œuvre	none	none	none
2018-TER_CE_Oct23.xml	448	réaménagement du site de l’écluse	none	none	none
2018-TER_CE_Oct23.xml	448	transformation des rives du bras supérieur de Garonne	none	en parc	none
2018-TER_CE_Oct23.xml	455	les zones urbanisées	none	none	none
2018-TER_CE_Oct23.xml	455	doivent évoluer	none	en lieux à forte valeur ajoutée	none
2018-TER_CE_Oct23.xml	455	demeurer de grands paysages ouverts	none	de grands paysages ouverts	none
2018-TER_CE_Oct23.xml	461	la création d’une grève alluviale et d’une signalétique mémorielle	none	une grève alluviale	none
2018-TER_CE_Oct23.xml	468	se densifier	none	none	avec l’objectif d’atteindre le million d’habitants
2018-TER_CE_Oct23.xml	468	en préservant le cadre de vie	none	none	none
2018-TER_CE_Oct23.xml	475	un projet « nature dans la ville »	Chaque étirement d’un bord	none	none
2018-TER_CE_Oct23.xml	475	gagné	none	none	none
2018-TER_CE_Oct23.xml	486	faire de la vallée de la Vilaine un paysage structurant	none	un paysage structurant	none
2018-TER_CE_Oct23.xml	486	la mise en valeur de ses paysages	none	none	none
2018-TER_CE_Oct23.xml	487	se structure	none	none	none
2018-TER_CE_Oct23.xml	487	la création de deux voies principales	none	deux voies principales	none
2018-TER_CE_Oct23.xml	488	verra le jour une série de nouveaux espaces publics	none	none	none
2018-TER_CE_Oct23.xml	488	nouveaux espaces publics	none	espaces publics	none
2018-TER_CE_Oct23.xml	488	l’implantation de nouvelles activités	none	nouvelles activités	none
2018-TER_CE_Oct23.xml	516	bâtiments à construire	none	bâtiments	none
2018-TER_CE_Oct23.xml	523	Créer de nouvelles natures	none	de nouvelles natures	none
2018-TER_CE_Oct23.xml	538	sont prioritairement implantés	none	Les logements	none
2018-TER_CE_Oct23.xml	543	le comblement	none	none	none
2018-TER_CE_Oct23.xml	543	en friche	none	none	none
2018-TER_CE_Oct23.xml	543	deviendra parc linéaire	none	parc linéaire	none
2018-TER_CE_Oct23.xml	553	une grande opération d’urbanisme	none	none	none
2018-TER_CE_Oct23.xml	553	prolongée	none	none	none
2018-TER_CE_Oct23.xml	553	une seconde opération	none	none	destinée à connecter ce moteur de l’économie avec son territoire urbain habité
2018-TER_CE_Oct23.xml	554	la zone d’aménagement Euralille 2	none	none	none
2018-TER_CE_Oct23.xml	554	le projet du « Bois habité »	none	none	none
2018-TER_CE_Oct23.xml	554	la création d’un milieu vivant : un bois habité	none	un bois habité	none
2018-TER_CE_Oct23.xml	560	réalisation et aménagement d’un quartier d’habitat	none	un quartier d’habitat	none
2018-TER_CE_Oct23.xml	565	créer un nouveau quartier de plus de 500 logements et d’équipements, le parc Princesse	none	le parc Princesse	none
2018-TER_CE_Oct23.xml	565	la ville-parc du Vésinet initiée au milieu du xixe siècle	none	none	none
2018-TER_CE_Oct23.xml	568	Le projet urbain conçu	none	none	densifier le site
2018-TER_CE_Oct23.xml	568	densifier le site	none	none	none
2018-TER_CE_Oct23.xml	568	maintenant les arbres remarquables	none	none	none
2018-TER_CE_Oct23.xml	568	en amplifiant les boisements et milieux actuels	none	none	none
2018-TER_CE_Oct23.xml	571	la création d’un écoquartier	none	un écoquartier	none
2018-TER_CE_Oct23.xml	576	est projeté	none	Un écoquartier	none
2018-TER_CE_Oct23.xml	584	Le projet urbain des Deux-Rives	une politique ambitieuse de reconquête des espaces du port	none	none
2018-TER_CE_Oct23.xml	584	reconquête des espaces du port	none	Le projet urbain des Deux-Rives	none
2018-TER_CE_Oct23.xml	591	installer un maillage végétal continu	none	un maillage végétal continu	none
2018-TER_CE_Oct23.xml	591	assurer le déploiement d’un réseau de mobilité douce ambitieux	none	un réseau de mobilité douce ambitieux	none
2018-TER_CE_Oct23.xml	592	concevoir une ville hybride	none	une ville hybride	none
2018-TER_CE_Oct23.xml	599	Fabriquer des espaces publics bio-climatiques	none	espaces publics bio-climatiques	none
2018-TER_CE_Oct23.xml	605	pourvoir la ville en structures paysagères écosystémiques	none	en structures paysagères écosystémiques	none
2018-TER_CE_Oct23.xml	606	augmentons dans l’espace public autant que possible la présence de sols poreux et fertiles	none	none	favorisant l’évapo-transpiration
2018-TER_CE_Oct23.xml	606	créons des continuités hydriques	none	none	none
2018-TER_CE_Oct23.xml	606	organisons la rétention d’eau	none	none	none
2018-TER_CE_Oct23.xml	607	créer ou développer des zones de nature non anthropisée	none	des zones de nature non anthropisée	none
2018-TER_CE_Oct23.xml	613	projets de construction	none	none	none
2018-TER_CE_Oct23.xml	613	de nouveaux espaces productifs	none	espaces productifs	none
2018-TER_CE_Oct23.xml	613	créer des espaces de nature à vivre	none	espaces de nature à vivre	none
2018-TER_CE_Oct23.xml	613	développer de nouvelles attractivités	none	none	none
2018-TER_CE_Oct23.xml	618	en produisant de nouveaux types d’espaces publics	none	nouveaux types d’espaces publics	none
2018-TER_CE_Oct23.xml	620	Un projet initiateur	none	none	none
2018-TER_CE_Oct23.xml	620	avons mis en place	none	des jardins temporairement inondables	none
2018-TER_CE_Oct23.xml	620	des jardins temporairement inondables, installés	none	none	none
2018-TER_CE_Oct23.xml	625	L’extension nord du périmètre d’Euroméditerranée	none	none	none
2018-TER_CE_Oct23.xml	625	projet urbain	none	none	none
2018-TER_CE_Oct23.xml	625	le projet de parc	none	none	none
2018-TER_CE_Oct23.xml	625	créer de multiples puits de fraîcheurs	none	de multiples puits de fraîcheurs	none
2018-TER_CE_Oct23.xml	626	projet urbain	none	none	none
2018-TER_CE_Oct23.xml	626	anticiper et d’adopter une position d’accueil de l’eau et de sécurité des populations	L’inondabilité fluviale	none	none
2018-TER_CE_Oct23.xml	627	Le projet d’écoquartier fluvial	none	none	none
2018-TER_CE_Oct23.xml	627	construire	none	un parc écologique inondable	none
2018-TER_CE_Oct23.xml	628	un projet de parc	none	none	none
2018-TER_CE_Oct23.xml	628	sont ainsi devenus une réserve écologique	none	une réserve écologique	none
2018-TER_CE_Oct23.xml	628	installe en bords de Seine un poumon vert inondable	none	un poumon vert inondable	none
2018-TER_CE_Oct23.xml	630	Déployer dans la ville des espaces de ressources naturelles	none	des espaces de ressources naturelles	none
2018-TER_CE_Oct23.xml	636	l’aménagement de la place-parc des Glòries Catalanes	none	none	none
2018-TER_CE_Oct23.xml	636	l’implantation d’écosystèmes verticaux ou stratifiés	none	écosystèmes verticaux ou stratifiés	none
2018-TER_CE_Oct23.xml	636	la constitution de « nodes »	none	« nodes »	none
2018-TER_CE_Oct23.xml	638	Le projet Canopia Urbana	none	none	none
2018-TER_CE_Oct23.xml	638	en basculant d’un échangeur routier à une « place-parc »	none	à une « place-parc »	none
2018-TER_CE_Oct23.xml	651	le nouveau quartier des docks	none	quartier des docks	none
2018-TER_CE_Oct23.xml	651	la transformation d’un territoire quasi monofonctionnel	none	en un écoquartier intégré à la ville	none
2018-TER_CE_Oct23.xml	654	La conservation des espaces de jardinage existants	none	donnent aux usagers la possibilité de pratiquer l’agriculture urbaine au cœur du quartier	none
2018-TER_CE_Oct23.xml	654	la gestion des prairies extensives	none	donnent aux usagers la possibilité de pratiquer l’agriculture urbaine au cœur du quartier	none
2018-TER_CE_Oct23.xml	654	pratiquer l’agriculture urbaine	none	none	none
2018-TER_CE_Oct23.xml	659	une serre conçue par l’agence comme une extension programmatique couverte du parc	none	serre	none
2018-TER_CE_Oct23.xml	668	créer une version contemporaine du parc paysagé du xixe siècle	none	none	où les paysages sont donnés à voir et insuffler aux paysages la part d’incertitude et de variations liées aux éléments naturels
2018-TER_CE_Oct23.xml	671	sont constitués	none	Plusieurs niveaux du parc	none
2018-TER_CE_Oct23.xml	676	la réalisation du parc et des espaces publics attenants	none	espaces publics attenants	none
2018-TER_CE_Oct23.xml	681	projet urbain Bords de Loire-Petite Hollande	none	none	relier l’île de Nantes, le quartier Bas-Chantenay et le secteur Euronantes près de la gare
2018-TER_CE_Oct23.xml	681	relier l’île de Nantes, le quartier Bas-Chantenay et le secteur Euronantes près de la gare	none	none	none
2018-TER_CE_Oct23.xml	681	une succession de projets réalisés ou en cours	none	none	none
2018-TER_CE_Oct23.xml	681	ont d’ores et déjà engagé la reconquête d’une partie des rives du fleuve	none	none	none
2018-TER_CE_Oct23.xml	684	Les espaces publics projetés	none	Les espaces publics	afin qu’elle s’ouvre sur son fleuve urbain
2018-TER_CE_Oct23.xml	684	prolonger le paysage des berges	none	Les espaces publics	afin qu’elle s’ouvre sur son fleuve urbain
2018-TER_CE_Oct23.xml	684	étendre en longueur	none	none	afin qu’elle s’ouvre sur son fleuve urbain
2018-TER_CE_Oct23.xml	686	prendra place	none	Un chapelet de « jardins maritimes » s’inspirant du littoral et de l’estuaire	none
2018-TER_CE_Oct23.xml	690	deviendra la « Place-Confluence »	none	la « Place-Confluence »	none
2018-TER_CE_Oct23.xml	692	devient une « plage sportive » et festive	none	une « plage sportive » et festive	none
2018-TER_CE_Oct23.xml	699	mis en place	none	Gran Vià, Diagonal et Meridiana	none
2018-TER_CE_Oct23.xml	699	plusieurs fois remaniée	none	none	none
2018-TER_CE_Oct23.xml	699	devenue carrefour stratégique	none	carrefour stratégique	none
2018-TER_CE_Oct23.xml	699	la réalisation du quartier 22@	none	quartier 22@	none
2018-TER_CE_Oct23.xml	700	Le projet, lauréat, de TER, « Canopia Urbana »	none	none	offrir un espace capable de remplir dans un même lieu les fonctions d’une place et celles d’un parc
2018-TER_CE_Oct23.xml	700	inventer un écosystème urbain qui hybride ville et nature	none	un écosystème urbain qui hybride ville et nature	none
2018-TER_CE_Oct23.xml	700	offrir un espace capable de remplir dans un même lieu les fonctions d’une place et celles d’un parc	none	none	none
2018-TER_CE_Oct23.xml	701	en déminéralisant et en fertilisant la surface actuelle imperméable et stérile	none	none	none
2018-TER_CE_Oct23.xml	701	mettre en place une canopée végétale	none	une canopée végétale	none
2018-TER_CE_Oct23.xml	710	transformer des quartiers	none	none	none
2018-TER_CE_Oct23.xml	710	la création d’espaces publics multifonctionnels	none	espaces publics multifonctionnels	none
2018-TER_CE_Oct23.xml	716	aménager les villes	none	none	comme des machines climatiques
2018-TER_CE_Oct23.xml	716	aptes à s’adapter aux vagues de chaleur et à absorber l’eau	none	none	none
1958-padog_CE_Oct23_GPU.xml	3	se sont édifiés	none	Des milliers de logements sans confort	none
1958-padog_CE_Oct23_GPU.xml	9	ont surgi	none	De véritables villes nouvelles	none
1958-padog_CE_Oct23_GPU.xml	18	devenir au cours des 80 dernières années cette agglomération géante	none	cette agglomération géante	none
1958-padog_CE_Oct23_GPU.xml	18	a grandi lentement	none	none	none
1958-padog_CE_Oct23_GPU.xml	18	garder un équilibre harmonieux entre les différentes parties de la ville	none	none	none
1958-padog_CE_Oct23_GPU.xml	18	son embellissement et à son équipement	none	none	none
1958-padog_CE_Oct23_GPU.xml	19	la croissance de PARIS	none	none	afin de mieux assurer, selon les époques, la sécurité, la circulation, la police et...la perception des impôts
1958-padog_CE_Oct23_GPU.xml	20	en bâtissant les enceintes successives de Paris	none	les enceintes successives de Paris	none
1958-padog_CE_Oct23_GPU.xml	23	se sons basties	none	le grand nombre de maisons	none
1958-padog_CE_Oct23_GPU.xml	23	se bastissent	none	le grand nombre de maisons	none
1958-padog_CE_Oct23_GPU.xml	24	de nombreux espaces libres pour bâtir	le Roi prête cent mille francs	none	none
1958-padog_CE_Oct23_GPU.xml	24	élargir l’enceinte	le Roi prête cent mille francs	nouveaux quartiers	none
1958-padog_CE_Oct23_GPU.xml	24	la création de nouveaux quartiers	none	none	none
1958-padog_CE_Oct23_GPU.xml	28	devront être matérialisées	none	ces nouvelles limites	none
1958-padog_CE_Oct23_GPU.xml	31	l’accroissement continuel et de l’augmentation de « la grande ville	provoqué par « la nécessité des affaires, le désir d’apprendre, le plaisir ou la curiosité »	none	none
1958-padog_CE_Oct23_GPU.xml	32	fut donc commencée	none	Une nouvelle enceinte	none
1958-padog_CE_Oct23_GPU.xml	32	des aménagements intérieurs	none	none	none
1958-padog_CE_Oct23_GPU.xml	32	l’embellissement et aux commodités de la ville	none	none	none
1958-padog_CE_Oct23_GPU.xml	32	création de places	none	places	none
1958-padog_CE_Oct23_GPU.xml	32	percements de rues	none	none	none
1958-padog_CE_Oct23_GPU.xml	37	Ce nouveau périmètre	none	accroît à son tour la superficie de Paris et du même coup ses maux et désordres	none
1958-padog_CE_Oct23_GPU.xml	37	accroît à son tour la superficie de Paris	Ce nouveau périmètre, appelé à tort « enceinte » des Fermiers Généraux	none	none
1958-padog_CE_Oct23_GPU.xml	40	ont été tracés	none	none	none
1958-padog_CE_Oct23_GPU.xml	40	bouleverse les vieux quartiers de Paris	none	none	none
1958-padog_CE_Oct23_GPU.xml	40	transforme	none	en une ville moderne	none
1958-padog_CE_Oct23_GPU.xml	44	réalisés	none	réalisés	none
1958-padog_CE_Oct23_GPU.xml	44	ne tardèrent pas à occuper des surfaces égales à près d’une fois et demi celle de Paris (13.000 hectares)	none	none	none
1958-padog_CE_Oct23_GPU.xml	51	La démolition des anciennes fortifications de la Capitale	none	ont définitivement effacé les traces de la dernière enceinte qui séparait encore la ville de sa banlieue	none
1958-padog_CE_Oct23_GPU.xml	51	la construction d’importants programmes de logements	none	ont définitivement effacé les traces de la dernière enceinte qui séparait encore la ville de sa banlieue	none
1958-padog_CE_Oct23_GPU.xml	51	ont définitivement effacé les traces de la dernière enceinte	la construction d’importants programmes de logements, tant sur cet emplacement que sur celui de l’ancienne « zone »	none	none
1958-padog_CE_Oct23_GPU.xml	75	Les transformations à apporter	none	none	en vue de satisfaire à cette évolution aux divers réseaux de communication, d’énergie, d’adduction d’eau et d’assainissement
